x_cm,z_cm,inside_domain,ks_cm_per_day,head_cm,theta
17.797752808988765,2.2247191011235956,1,20.085536923187668,-1224.2195,0.120207354
18.910112359550563,2.2247191011235956,1,20.085536923187668,-1203.6696,0.12060827
20.022471910112362,2.2247191011235956,1,20.085536923187668,-1183.038,0.12102163
21.134831460674157,2.2247191011235956,1,20.085536923187668,-1162.3254,0.121448025
22.247191011235955,2.2247191011235956,1,20.085536923187668,-1141.5323,0.12188813
23.359550561797754,2.2247191011235956,1,20.085536923187668,-1120.6606,0.12234261
24.471910112359552,2.2247191011235956,1,20.085536923187668,-1099.7148,0.12281211
25.58426966292135,2.2247191011235956,1,20.085536923187668,-1078.6959,0.12329742
26.69662921348315,2.2247191011235956,1,20.085536923187668,-1057.6056,0.12379937
27.808988764044944,2.2247191011235956,1,20.085536923187668,-1036.4515,0.1243187
28.921348314606742,2.2247191011235956,1,20.085536923187668,-1015.24084,0.124856204
30.03370786516854,2.2247191011235956,1,20.085536923187668,-993.9777,0.12541282
31.14606741573034,2.2247191011235956,1,20.085536923187668,-972.6687,0.12598951
32.258426966292134,2.2247191011235956,1,20.085536923187668,-951.32776,0.12658703
33.37078651685393,2.2247191011235956,1,20.085536923187668,-929.95874,0.12720656
34.48314606741573,2.2247191011235956,1,20.085536923187668,-908.57745,0.12784895
35.59550561797753,2.2247191011235956,1,20.085536923187668,-887.1905,0.12851539
36.70786516853933,2.2247191011235956,1,20.085536923187668,-865.81384,0.1292069
37.82022471910113,2.2247191011235956,1,20.085536923187668,-844.4581,0.12992465
38.932584269662925,2.2247191011235956,1,20.085536923187668,-823.1399,0.13066977
40.044943820224724,2.2247191011235956,1,20.085536923187668,-801.87103,0.13144356
41.15730337078652,2.2247191011235956,1,20.085536923187668,-780.6677,0.13224728
42.26966292134831,2.2247191011235956,1,20.085536923187668,-759.5453,0.13308227
43.38202247191011,2.2247191011235956,1,20.085536923187668,-738.521,0.13394985
44.49438202247191,2.2247191011235956,1,20.085536923187668,-717.6107,0.13485147
45.60674157303371,2.2247191011235956,1,45.0,-696.8331,0.13578856
46.71910112359551,2.2247191011235956,1,45.0,-676.2033,0.13676272
47.831460674157306,2.2247191011235956,1,45.0,-655.7404,0.13777548
48.943820224719104,2.2247191011235956,1,45.0,-635.4608,0.13882852
50.0561797752809,2.2247191011235956,1,45.0,-615.3828,0.13992347
51.1685393258427,2.2247191011235956,1,45.0,-595.5242,0.14106208
52.2808988764045,2.2247191011235956,1,45.0,-575.9023,0.14224616
53.3932584269663,2.2247191011235956,1,45.0,-556.5321,0.14347768
54.50561797752809,2.2247191011235956,1,45.0,-537.4323,0.1447584
55.61797752808989,2.2247191011235956,1,45.0,-518.6186,0.14609033
56.73033707865169,2.2247191011235956,1,45.0,-500.10736,0.14747545
57.842696629213485,2.2247191011235956,1,45.0,-481.91177,0.14891596
58.95505617977528,2.2247191011235956,1,45.0,-464.04666,0.15041396
60.06741573033708,2.2247191011235956,1,45.0,-446.52557,0.15197161
61.17977528089888,2.2247191011235956,1,45.0,-429.3609,0.15359116
62.29213483146068,2.2247191011235956,1,45.0,-412.56476,0.15527484
63.40449438202248,2.2247191011235956,1,45.0,-396.14774,0.15702501
64.51685393258427,2.2247191011235956,1,45.0,-380.11853,0.15884408
65.62921348314607,2.2247191011235956,1,45.0,-364.48737,0.1607343
66.74157303370787,2.2247191011235956,1,45.0,-349.26007,0.16269824
67.85393258426967,2.2247191011235956,1,45.0,-334.4437,0.1647383
68.96629213483146,2.2247191011235956,1,45.0,-320.0426,0.16685703
70.07865168539327,2.2247191011235956,1,45.0,-306.06247,0.16905664
71.19101123595506,2.2247191011235956,1,45.0,-292.50607,0.17133957
72.30337078651685,2.2247191011235956,1,45.0,-279.3742,0.17370847
73.41573033707866,2.2247191011235956,1,45.0,-266.66846,0.17616549
74.52808988764045,2.2247191011235956,1,45.0,-254.38803,0.1787131
75.64044943820225,2.2247191011235956,1,45.0,-242.53166,0.1813535
76.75280898876404,2.2247191011235956,1,45.0,-231.0976,0.18408868
77.86516853932585,2.2247191011235956,1,45.0,-220.08249,0.18692067
78.97752808988764,2.2247191011235956,1,45.0,-209.4815,0.18985152
80.08988764044945,2.2247191011235956,1,45.0,-199.28993,0.19288282
81.20224719101124,2.2247191011235956,1,45.0,-189.50209,0.19601601
