,0.0,0.1,0.2,0.30000000000000004,0.4,0.5,0.6000000000000001,0.7000000000000001,0.8,0.9,1.0,1.1,1.2000000000000002,1.3,1.4000000000000001,1.5,1.6,1.7000000000000002,1.8,1.9000000000000001,2.0,2.1,2.2,2.3000000000000003,2.4000000000000004,2.5,2.6,2.7,2.8000000000000003,2.9000000000000004,3.0,3.1,3.2,3.3000000000000003,3.4000000000000004,3.5,3.6,3.7,3.8000000000000003,3.9000000000000004,4.0,4.1000000000000005,4.2,4.3,4.4,4.5,4.6000000000000005,4.7,4.800000000000001,4.9,5.0,5.1000000000000005,5.2,5.300000000000001,5.4,5.5,5.6000000000000005,5.7,5.800000000000001,5.9,6.0,6.1000000000000005,6.2,6.300000000000001,6.4,6.5,6.6000000000000005,6.7,6.800000000000001,6.9,7.0,7.1000000000000005,7.2,7.300000000000001,7.4,7.5,7.6000000000000005,7.7,7.800000000000001,7.9,8.0,8.1,8.200000000000001,8.3,8.4,8.5,8.6,8.700000000000001,8.8,8.9,9.0,9.1,9.200000000000001,9.3,9.4,9.5,9.600000000000001,9.700000000000001,9.8,9.9,10.0
-99.0,0.30112103,0.30562896,0.31007576,0.31445295,0.31875247,0.32296672,0.32708874,0.33111212,0.3350308,0.33884013,0.34253526,0.34611297,0.34957013,0.35290468,0.35611507,0.3592006,0.36216095,0.3649968,0.36770895,0.37029907,0.37276894,0.37512088,0.37735766,0.37948215,0.38149753,0.38340715,0.38521442,0.38692304,0.3885365,0.39005852,0.39149266,0.39284256,0.39411175,0.39530364,0.39642155,0.3974688,0.3984485,0.3993635,0.40021673,0.40101087,0.40174848,0.40243194,0.4030635,0.40364528,0.40417916,0.40466705,0.4051105,0.40551108,0.4058701,0.40618888,0.4064684,0.40670967,0.40691346,0.4070805,0.40721133,0.40730634,0.4073658,0.40738994,0.4073787,0.40733203,0.4072497,0.4071313,0.40697634,0.4067842,0.40655407,0.40628505,0.40597606,0.40562585,0.40523311,0.40479633,0.40431377,0.40378362,0.40320385,0.4025723,0.40188658,0.40114415,0.40034235,0.39947826,0.39854878,0.39755076,0.39648068,0.39533502,0.39411,0.39280173,0.39140624,0.38991934,0.38833687,0.38665453,0.38486794,0.38297284,0.38096493,0.37884006,0.37659428,0.37422365,0.37172484,0.36909443,0.36632973,0.3634285,0.3603889,0.35720974,0.3538908
-98.0,0.30119836,0.30569905,0.31013894,0.3145094,0.31880242,0.32301053,0.3271266,0.33114433,0.33505774,0.3388619,0.34255248,0.3461258,0.34957898,0.3529098,0.3561168,0.35919923,0.36215687,0.3649901,0.36770007,0.3702881,0.37275612,0.37510657,0.377342,0.37946525,0.3814796,0.38338828,0.38519484,0.3869028,0.38851577,0.3900373,0.3914711,0.39282072,0.3940897,0.39528143,0.3963993,0.39744642,0.398426,0.39934102,0.40019423,0.40098834,0.40172598,0.40240946,0.40304106,0.40362287,0.40415677,0.40464464,0.40508813,0.4054887,0.40584773,0.40616643,0.40644595,0.40668717,0.4068909,0.40705785,0.40718856,0.40728346,0.40734282,0.4073668,0.40735546,0.4073086,0.4072261,0.4071075,0.40695238,0.40675998,0.40652964,0.4062604,0.40595117,0.40560076,0.4052078,0.4047708,0.40428805,0.4037577,0.40317777,0.40254608,0.40186027,0.4011178,0.400316,0.39945194,0.39852262,0.3975248,0.39645508,0.39530984,0.3940854,0.39277792,0.39138332,0.38989756,0.38831636,0.3866355,0.3848508,0.3829578,0.38095233,0.37883025,0.37658763,0.37422055,0.3717257,0.36909983,0.36634,0.36344418,0.36041066,0.357238,0.3539261
-97.0,0.30129445,0.30578658,0.3102178,0.31458005,0.31886518,0.32306537,0.32717407,0.33118463,0.33509132,0.33888906,0.34257364,0.3461413,0.3495891,0.35291505,0.35611746,0.35919568,0.36214945,0.36497918,0.36768594,0.3702711,0.3727366,0.37508464,0.37731797,0.3794394,0.38145214,0.38335943,0.38516477,0.38687164,0.38848367,0.3900044,0.39143756,0.39278662,0.39405507,0.3952464,0.39636388,0.39741078,0.39839014,0.39930493,0.400158,0.400952,0.40168953,0.4023729,0.4030044,0.40358612,0.40411994,0.4046077,0.4050511,0.40545154,0.40581048,0.40612903,0.4064084,0.40664944,0.406853,0.40701973,0.4071502,0.40724483,0.40730393,0.40732756,0.40731588,0.40726867,0.40718576,0.40706676,0.4069112,0.40671834,0.40648752,0.40621775,0.405908,0.4055571,0.4051636,0.40472597,0.40424266,0.40371177,0.40313125,0.402499,0.4018126,0.40106964,0.40026736,0.3994029,0.39847317,0.39747503,0.39640507,0.3952597,0.39403528,0.39272788,0.39133358,0.38984832,0.3882678,0.38658792,0.3848043,0.38291273,0.3809091,0.37878916,0.376549,0.374185,0.37169355,0.3690715,0.3663162,0.3634253,0.3603973,0.35723084,0.3539256
-96.0,0.3014075,0.30588937,0.31031072,0.3146632,0.3189387,0.32312977,0.3272295,0.33123142,0.33512995,0.33891994,0.342597,0.3461577,0.349599,0.35291874,0.3561155,0.35918835,0.3621373,0.36496258,0.36766526,0.37024665,0.37270877,0.3750538,0.3772844,0.3794034,0.38141397,0.38331932,0.38512295,0.38682836,0.38843906,0.38995868,0.39139083,0.39273906,0.39400682,0.3951975,0.39631444,0.39736083,0.39833984,0.39925432,0.40010712,0.4009009,0.40163818,0.40232134,0.40295264,0.40353414,0.4040678,0.40455538,0.4049986,0.40539882,0.40575755,0.40607587,0.40635493,0.40659568,0.40679893,0.40696532,0.40709543,0.40718964,0.40724826,0.40727141,0.4072592,0.40721145,0.40712792,0.40700832,0.406852,0.40665844,0.40642688,0.4061563,0.40584576,0.40549394,0.40509954,0.40466103,0.40417674,0.40364486,0.40306336,0.4024301,0.40174276,0.4009988,0.4001955,0.39933008,0.39839947,0.39740047,0.3963297,0.39518362,0.3939586,0.3926507,0.39125606,0.3897706,0.38819012,0.38651046,0.38472736,0.3828367,0.38083416,0.3787157,0.3764775,0.37411577,0.37162715,0.36900845,0.366257,0.36337066,0.36034763,0.3571869,0.35388815
-95.0,0.30153582,0.30600604,0.31041592,0.31475702,0.31902143,0.32320184,0.3272911,0.331283,0.33517194,0.33895272,0.34262106,0.3461734,0.34960693,0.35291934,0.35610926,0.35917586,0.36211887,0.36493877,0.3676364,0.37021336,0.37267137,0.37501264,0.37723982,0.37935585,0.38136375,0.38326672,0.38506818,0.3867717,0.38838077,0.38989896,0.39132982,0.39267698,0.39394376,0.39513367,0.3962499,0.39729568,0.39827418,0.39918816,0.40004054,0.40083393,0.4015709,0.4022538,0.4028848,0.40346608,0.40399948,0.4044868,0.4049297,0.40532967,0.40568802,0.40600604,0.40628475,0.40652508,0.40672785,0.4068938,0.40702334,0.40711704,0.40717503,0.40719756,0.40718463,0.4071361,0.40705177,0.40693125,0.40677404,0.40657952,0.40634692,0.40607524,0.40576357,0.40541056,0.40501487,0.4045751,0.40408948,0.4035562,0.4029733,0.4023386,0.40164977,0.4009043,0.40009955,0.39923266,0.39830056,0.39730012,0.396228,0.3950806,0.39385432,0.3925453,0.3911497,0.38966337,0.38808224,0.38640222,0.38461894,0.38272843,0.38072634,0.37860876,0.3763718,0.37401178,0.37152538,0.36890942,0.36616132,0.36327896,0.36026055,0.35710517,0.35381246
-94.0,0.30167764,0.3061347,0.31053153,0.3148598,0.3191118,0.32327983,0.32735723,0.33133775,0.33521554,0.33898574,0.342644,0.34618685,0.3496114,0.35291535,0.3560973,0.35915655,0.36209267,0.36490628,0.36759815,0.37016973,0.37262285,0.3749598,0.3771831,0.37929547,0.38130018,0.3832003,0.38499922,0.38670048,0.38830757,0.38982406,0.39125347,0.39259923,0.39386487,0.39505377,0.39616916,0.39721423,0.39819202,0.39910546,0.39995736,0.4007503,0.40148687,0.40216938,0.40280008,0.40338096,0.403914,0.404401,0.40484357,0.40524313,0.4056011,0.4059187,0.40619692,0.40643677,0.406639,0.40680432,0.40693325,0.40702617,0.40708342,0.40710512,0.40709123,0.4070418,0.40695643,0.40683478,0.40667644,0.40648067,0.40624675,0.40597373,0.40566054,0.405306,0.40490875,0.40446728,0.4039799,0.40344486,0.4028601,0.4022235,0.40153274,0.4007853,0.39997852,0.39910963,0.3981755,0.39717305,0.3960989,0.3949496,0.39372146,0.39241067,0.39101347,0.38952565,0.38794318,0.38626206,0.384478,0.38258684,0.38058457,0.37846714,0.37623084,0.37387195,0.37138706,0.36877334,0.36602807,0.36314908,0.36013484,0.35698447,0.35369736
-93.0,0.3018312,0.30627358,0.31065586,0.31496987,0.31920776,0.32336208,0.32742614,0.33139372,0.33525908,0.33901736,0.34266436,0.34619638,0.34961063,0.35290498,0.35607803,0.35912883,0.36205727,0.36486363,0.36754888,0.37011442,0.372562,0.37489393,0.37711263,0.379221,0.38122195,0.3831188,0.38491485,0.38661358,0.38821837,0.38973287,0.3911605,0.39250478,0.3937691,0.39495683,0.3960712,0.3971154,0.39809245,0.39900526,0.39985654,0.40064898,0.40138507,0.40206715,0.4026974,0.40327793,0.40381056,0.40429717,0.40473926,0.4051384,0.4054959,0.40581295,0.40609062,0.40632987,0.40653142,0.40669602,0.40682417,0.40691623,0.4069726,0.40699324,0.40697834,0.40692768,0.40684104,0.4067181,0.40655833,0.40636107,0.40612555,0.4058508,0.40553585,0.40517944,0.40478024,0.4043367,0.40384722,0.40330994,0.4027229,0.4020839,0.40139073,0.40064076,0.39983147,0.39896,0.3980233,0.39701825,0.39594156,0.39478967,0.39355898,0.39224583,0.39084625,0.38935626,0.38777187,0.3860889,0.3843033,0.38241094,0.38040772,0.37828988,0.37605345,0.373695,0.37121114,0.36859897,0.3658559,0.3629799,0.3599694,0.35682347,0.35354164
-92.0,0.30199477,0.306421,0.3107873,0.31508544,0.31930774,0.3234468,0.3274962,0.3314494,0.33530095,0.33904597,0.34268025,0.34620032,0.34960324,0.35288692,0.3560499,0.35909134,0.36201102,0.36480933,0.36748716,0.37004596,0.37248737,0.37481362,0.37702727,0.37913105,0.38112792,0.3830211,0.3848139,0.3865097,0.38811192,0.38962418,0.39104983,0.3923924,0.39365527,0.3948417,0.39595497,0.3969982,0.39797437,0.39888647,0.3997371,0.40052894,0.40126455,0.40194613,0.40257588,0.40315595,0.40368816,0.40417427,0.40461594,0.40501454,0.4053715,0.40568793,0.40596497,0.40620348,0.40640432,0.40656805,0.40669525,0.40678635,0.40684158,0.4068611,0.40684488,0.40679288,0.40670478,0.40658027,0.4064188,0.40621975,0.40598232,0.4057056,0.40538853,0.40502992,0.40462837,0.4041824,0.40369037,0.40315047,0.40256065,0.40191886,0.4012227,0.40046978,0.39965743,0.3987828,0.3978429,0.39683467,0.39575472,0.39459968,0.3933659,0.3920496,0.39064702,0.3891542,0.3875671,0.38588166,0.38409382,0.38219953,0.3801948,0.37807572,0.3758386,0.37347987,0.37099642,0.36838523,0.36564383,0.3627703,0.35976303,0.35662115,0.35334435
-91.0,0.30216676,0.30657533,0.3109239,0.31520468,0.31940997,0.32353243,0.32756543,0.33150294,0.33533934,0.3390698,0.3426902,0.34619707,0.34958753,0.35285938,0.3560113,0.3590424,0.36195254,0.36474204,0.3674117,0.369963,0.37239757,0.37471762,0.37692562,0.37902433,0.3810167,0.38290578,0.38469502,0.38638762,0.38798708,0.38949683,0.3909204,0.39226106,0.3935223,0.39470732,0.39581934,0.39686152,0.3978368,0.39874807,0.399598,0.40038925,0.40112424,0.40180528,0.40243456,0.40301415,0.40354586,0.40403146,0.40447256,0.4048706,0.40522692,0.40554273,0.405819,0.40605673,0.40625668,0.40641943,0.4065456,0.40663555,0.40668952,0.4067077,0.40669003,0.40663648,0.4065467,0.40642035,0.40625697,0.40605587,0.40581623,0.40553722,0.4052177,0.4048565,0.40445223,0.40400344,0.40350848,0.40296546,0.40237245,0.40172732,0.40102774,0.4002713,0.39945528,0.39857695,0.39763328,0.3966213,0.3955375,0.39437863,0.39314103,0.391821,0.39041474,0.38891837,0.38732785,0.38563925,0.38384846,0.3819515,0.37994453,0.37782356,0.37558505,0.3732255,0.37074178,0.36813104,0.36539084,0.3625192,0.35951468,0.35637644,0.35310435
